Root,Meanings
Ra-Ba-Tay ," to tie/fasten/bind/conform/strengthen, lay (anchor), be firm, stationed on (e.g. the enemy's frontier), army, equip, fortify, brace, be ever ready, make ready for an impact. ribat - body of horse, strungs.rabata vb. (1)perf. act. 18:14, 28:10impf. act. 8:11ribat n.m. 8:60rabata vb. (3) impf. act. 3:200LL, V3, p:179,180,181"
Ra-Ba-Waw   ," it increased/augmented, the practicing/taking of usury, excess/addition, become   high/grown up/large/swollen/risen, mount up, to grow/swell, out of breath. rabiyatun - ever-increasing, severe. arba (comp. form) - more numerous, more increased. raba vb. (1)perf. act. 22:5, 41:39impf. act. 30:39, 30:39pcple. act. 13:17, 16:92, 69:10rabwah n.f. 2:265, 23:50riba n.m. 2:275, 2:275, 2:275, 2:276, 2:278, 3:130, 4:161, 30:39rabba vb. (2)perf. act. 17:24impf. act. 26:18arba vb. (4) impf. act. 2:276LL, V3, p:189,190"
Ra-Dal-Alif ," to strengthen, prop or stay a wall, take care cleverly, assist/help/support.rid n.m. 28:34LL, V3, p:230,231"
Ra-Dal-Dal ," to send back, turn back, reject, refuse, repel, revert, restore, give back, refer, give again, take again, repeat, retrace. maraddun - place where one returns. mardud - restored, averted. irtadda (vb. 8) - to return, turn again, be rendered. taradda (vb. 5) - to be agitated, move to and fro.radda vb. (1)perf. act. 4:83, 14:9, 17:6, 21:40, 28:13, 23:25, 95:5impf. act. 2:109, 2:217, 3:100, 3:149, 4:47impv. 4:59, 4:86, 38:33perf. pass. 4:91, 6:28, 6:62, 10:30, 12:65, 12:65, 18:36impf. pass. 2:85, 5:108, 6:27, 6:71, 6:147, 7:53, 9:94, 9:101, 9:105, 12:110, 16:70, 18:87, 22:5, 41:47, 62:8n.vb. 2:228, 21:40pcple. act. 10:107, 16:71, 28:7, 28:85pcple. pass. 11:76, 79:10maradd n.m. 13:11, 19:76, 30:43, 40:43, 42:44, 42:47taraddada vb. (5) impf. act. 9:45irtadda vb. (8)perf. act. 12:96, 18:64, 47:25impf. act. 2:217, 5:21, 5:54, 14:43, 27:40LL, V3, p:227,228,229,230"
Ra-Dal-Fa ," to follow, come behind, ride behind, supply. radifin - that which follow, which comes after another without break, follower.radifa vb. (1)perf. act. 27:72pcple. act. f. 79:7ardafa vb. (4) pcple. act. 8:9LL, V3, p:233,234,235"
Ra-Dal-Miim ," to shut, block, fill up. radmin - rampart, strong wall.radama vb. (1) n.vb. 18:95LL, V3, p:235,236"
Ra-Dal ,"radiya vb. (1)perf. act. 5:3, 5:119, 5:119, 9:38, 9:58, 9:59, 9:83, 9:87, 9:93, 9:100, 9:100, 10:7, 20:109, 48:18, 58:22, 58:22, 98:8, 98:8impf. act. 2:120, 2:144, 2:282, 4:108, 6:113, 9:24, 9:96, 9:96, 9:96, 20:84, 20:130, 22:59, 27:19, 33:51, 39:7, 39:7, 46:15, 53:26, 92:21, 93:5pcple. act. f. 69:21, 88:9, 89:28, 101:7pcple. pass. 19:55, 89:28mardat n.f. 2:207, 2:265, 4:114, 60:1, 66:1radiy n.m. (adj) 19:6ridwan n.m. 3:15, 3:162, 3:174, 5:2, 5:16, 9:21, 9:72, 9:109, 47:28, 48:29, 57:20, 57:27, 59:8arda vb. (4) impf. act. 9:8, 9:62, 9:62tarada vb. (6)perf. act. 2:232, 4:24n.vb. 2:233, 4:29irtada vb. (8) perf. act. 21:28, 24:55, 72:27LL, V3, p:237,238,239"
Ra-Dal-Ya ," to perish, fall down, break, knock, blandish, destroy. arda (vb. 4) - to bring to destruction/ruin. tradda - to fall. mutarddiyatun - that which falls, which is slain by a fall.rada vb. (1) impf. act. 20:16arda vb. (4)perf. act. 41:23impf. act. 6:137, 37:56taradda vb. (5)perf. act. 92:11pcple. act. f. 5:3LL, V3, p:237,238,239"
Ra-Dal-Ayn ,"radi'a vb. (1) n.vb. 2:233, 4:23arda'a vb. (4)perf. act. 4:23, 22:2, 65:6impf. act. 2:233, 65:6impv. 28:7pcple. act. f. 22:2, 28:12istarda'a vb. (10) 2:233LL, V3, p:232"
Ra-Dhal-Lam ," to be base, mean, corrupt, vile, ignoble.radhil n.m. (comp. adj. ardhal) 11:27, 16:70, 22:5, 26:111LL, V3, p:239,240"
Ra-Fa-Ayn," to raise/uplift/elevate, to take up, to lift/hoist, extol, opposite   of Kha-Fa-Daad [56:3], uprear it, rear it, make it high/lofty, take it and carry   it, raise into view, to exalt, to advance, bring a thing near presenting or   offering, to bring forward, to take away, disappear, trace back, honour, show   regard to, to introduce, refine, to make known, go upwards, high rank/condition/state.  Anything raised: mountain, throne etc.rafa'a vb. (I)   - perf. act. 2:63, 2:93, 2:253, 4:154, 4:158, 6:165, 7:176, 12:100, 13:2, 19:57,   43:32, 55:7, 79:28, 94:4, impf. act. 2:127, 6:83, 12:76, 35:10, 49:2, 58:11,   perf. pass. 88:18, impf. pass. 24:36, pcple. act. 3:55, 56:3, pcple. pass. 52:5,   56:34, 80:14, 88:13.rafi n.m. (adj.) - 40:15LL, V3, p:287,288,289,290"
Ra-Fa-Dal ," to make a present, give, succour. rifd - help/aid, gift/present, share. marfud - given, present one.rafada vb. (1) m. sing. pcple. pass. 11:99rifd n.m. 11:99LL, V3, p:285,286"
Ra-Fa-Qaf ," to be useful, do service, tie by the shoulders, be gentle to, be in company, help, be compassionate. rafiq - companion, friend, comrade, colleague, gentle. mirfaq - elbow, pillow, easy arrangement, thing by which one gains benefit. murtafaq - resting place, pillow.marafiq n.m. (pl. of mirfaq) 5:6mirfaq n.m. acc. (intensive form) 18:16murtafaq (vb. 8?) n.m. acc. 18:29, 18:31rafiq n.m. sing. acc. 2nd. 4:69LL, V3, p:291,292,293"
Ra-Fa-Ra-Fa ,rafraf n.m. 55:76
Ra-Fa-Ta ," to be broken, cut, be crushed, be broken in pieces (bones), be crumbled, be bruised/pounded. rufat - dust, broken particles of dust, crumbs, decayed bones, anything broken small or crushed to pieces and fragments.rufat n.m. acc. 17:49, 17:98LL, V3, p:284"
Ra-Fa-Tha ," sexual conduct, lie with for sexual relationship, behave obscenity, immodest speech, sexuality, lewdness. rafath n.m. 2:187, 2:197LL, V3, p:284,285"
Ra-Ghayn-Ba ," to desire, long for, wish. With 'an - to show aversion to, dislike, have no desire. With ba and 'an (9:120) - to have preferred their own lives to his life. With ila - to supplicate. raghbun - love, longing. raghibun - one who supplicates earnestly.raghiba vb. (1)impf. act. 2:130, 4:127, 9:120impv. 94:8n.vb. 21:90pcple. act. 9:59, 19:46, 68:32LL, V3, p:276,277"
Ra-Gh-Dal ," to abound in good thing, eat freely and plentifully, live in ease and affluence, be ample and pleasant (life).raghad n.m. acc. 2:35, 2:58, 16:112LL, V3, p:276,277"
Ra-Gh-Miim ," to dislike, compel anyone to act reluctantly. ragham - earth. rughamatun - thing sought. muraghamun - place of refuge or escape, wide way to follow, stronghold, frequented place, earth full of shelters.muragham n.m. acc. 4:100LL, V3, p:279,280"
Ra-ha-Ba ," to fear/dread/terrify, terror, awe. rahibun (pl. ruhban) - monk, monasticism, monkery.rahiba vb. (1)impf. act. 7:154impv. 2:40, 16:51n.vb. 21:90, 28:32, 59:13rahbaniyah n.f. 57:27ruhban n.m. (pl. of rahib) 5:82, 9:31, 9:34arhaba vb. (4) impf. act. 8:60istarhaba vb. (10) perf. act. 7:116LL, V3, p:333,334,335"
Ra-ha-Nun ," to give in pledge, engaged, responsible, last, continue, be settled in a place, mortgage property, pay in advance, give as hostage.rahin n.m. 52:21, 74:38rihan n.m. (pl. of rahn) 2:283LL, V3, p:338,339,340"
Ra-ha-Qaf ," to follow closely, cover, be foolish, lie, be mischievous, be ungodly, hasten, overtake, reach, draw near, overspread. rahaqa - to oppress, cause to suffer, be given to evil practices. rahqun - folly, oppression, evil disposition. arhaqa - to impose a difficult task, afflict with troubles and difficulties. rahiqa vb. (1)impf. act. 10:26, 10:27, 68:43, 70:44, 80:41n.vb. 72:6, 72:13arhaqa vb. (4) impf. act. 18:73, 18:80, 74:17LL, V3, p:336,337"
Ra-ha-Tay ," to take large mouthfuls, glut, remain indoors, assemble. rahtun - family, sons of one man, kindred, one's people, party/gang/group/tribe.raht n.m. 11:91, 11:92, 27:48LL, V3, p:335,336"
Ra-ha-Waw ," to walk gently, fall calmly (sea), act gently, be depressed, motionless, go slowly, part (the legs and make an opening between them). rahw - calm/quiet/motionless, depressed place, broad place, elevated ground, dry tract of land.raha vb. (1) n.vb. 44:24 (44:26?)LL, V3, p:340,341"
Ra-Ha-Ba ," to welcome, be ample, be spacious, be wide, be great. marhaban - a form of salutation equivalent to welcome.rahuba vb. (1) perf. act. 9:25, 9:118marhaban n.m. 38:59, 38:60LL, V3, p:217,218"
Ra-Ha-Lam ," to depart, saddle-bag, he saddled the camel, he bound upon the camel, to mount, rode, pack, caravan, remove/travel/journey.rahl n.m. (pl. rihal) 12:62, 12:70, 12:75rihlah n.f. 106:2LL, V3, p:219,220,221"
